Unnamed: 0,Sleep_Time,Wakeup_Time,Breakfast_Type,Meditation_Exercise_Minutes,Mood,Resting_Heart_Rate,Step_Count,HRV,Temperature_Celsius,Humidity_Percent
332,10.35,7.25,Protein-rich,30,Happy,59,5175,110.7838513883534,10.359837215743896,42.786282241505
811,10.35,4.25,Heavy,45,Sad,62,3661,100.8405738893691,30.97245216114836,33.680977626640086
744,10.35,4.5,Skipped,60,Happy,62,2580,69.28195845328246,15.805317378670432,35.34746592696099
244,10.35,5.25,Protein-rich,40,Sad,84,8538,99.27581135728128,10.386415413221686,46.02169621016528
39,10.35,6.0,Heavy,50,Sad,58,7670,115.1423220845566,21.00381234349004,64.59098853085521
426,10.35,4.75,Heavy,20,Neutral,80,6232,100.44140596774734,21.038262534334425,40.92707494132196
302,10.35,5.0,Carb-rich,20,Neutral,80,4953,96.65150495325848,23.515878040252662,31.327413091739835
587,10.35,5.25,Carb-rich,65,Happy,59,11784,48.57075676608903,13.22199304776623,71.72803240139173
209,10.35,9.0,Light,80,Neutral,64,2382,42.23613047481703,14.020201285437466,39.2337543803913
136,10.35,5.5,Protein-rich,25,Sad,83,2006,113.62806214689266,22.96976554358416,50.39249782608397
137,10.35,6.75,Carb-rich,50,Sad,55,5267,26.40063466086209,27.575473972379445,73.48600629172569
260,10.35,7.0,Skipped,40,Neutral,84,11802,65.12941130292549,25.37518066747924,79.54900503388576
351,10.35,7.0,Protein-rich,40,Sad,60,7185,79.5303265927489,31.41224602970805,58.891341090753
359,10.35,7.5,Heavy,15,Sad,74,4555,89.89488284873856,24.386854446896976,64.91828411486392
346,10.35,8.75,Heavy,35,Neutral,57,4092,52.451180017534206,25.87734127169109,37.87469266094325
478,10.35,5.5,Carb-rich,30,Sad,70,11388,39.66535849529587,34.23256339047747,51.55400216398594
306,10.35,5.0,Light,90,Happy,74,3227,100.30020719578371,22.907508707529885,70.9977225963903
657,10.35,5.25,Protein-rich,60,Sad,82,10155,57.97515229193175,19.07705740996588,54.66170818840229
894,10.35,5.0,Heavy,85,Happy,55,8043,116.57472098197476,26.70212841426616,32.50037403614306
110,10.35,6.75,Skipped,50,Neutral,65,7624,100.50903184956628,17.2437863228442,43.27256650917613
296,10.35,9.5,Skipped,10,Happy,69,6117,68.39893681797471,29.249838827465272,88.4093381506438
451,10.35,5.25,Skipped,30,Sad,83,7842,97.91025863957869,23.960106243395124,64.7205245143436
192,10.35,9.75,Protein-rich,15,Neutral,75,7619,37.92532557392808,32.51045142908326,66.46420769273155
862,10.35,6.5,Light,15,Sad,63,3855,115.81180089194338,23.1097567331895,35.88495484705467
